model_id,twist_deg,rise_A,coordinate_file,diffraction_status,diffraction_file,score_status,observed_peak_count,expected_peak_count,missing_peak_count,score_completeness,observed_base_d_A,observed_A_d_A,observed_B_d_A,observed_C_d_A,observed_D_d_A,base_rmsd,helical_rmsd,combined_rmsd,notes,rise_label,sidechain_variant,candidate_id,coordinate_status,xyz_file,xyz_status,radial_csv,radial_status
rise3p38_twist31_glu_ablated_cand6,31.000,3.380,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand6\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p38_twist31_glu_ablated_cand6.npy,scored,5,5,0,1.000000000,3.434165473,3.665641213,4.290872040,5.567261517,7.232023634,0.054165473,0.101768903,0.094192926,primary matched 28-32 twist scan,rise3p38,glu_ablated,cand6,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p38\glu_ablated\31\cand6\rise3p38_twist31_glu_ablated_cand6.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p38_twist31_glu_ablated_cand6.csv,success
rise3p38_twist31_glu_ablated_cand7,31.000,3.380,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand7\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p38_twist31_glu_ablated_cand7.npy,scored,5,5,0,1.000000000,3.434165473,3.665641213,4.290872040,5.567261517,7.232023634,0.054165473,0.101768903,0.094192926,primary matched 28-32 twist scan,rise3p38,glu_ablated,cand7,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p38\glu_ablated\31\cand7\rise3p38_twist31_glu_ablated_cand7.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p38_twist31_glu_ablated_cand7.csv,success
rise3p38_twist31_glu_ablated_cand8,31.000,3.380,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand8\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p38_twist31_glu_ablated_cand8.npy,scored,5,5,0,1.000000000,3.434165473,3.665641213,4.290872040,5.567261517,7.232023634,0.054165473,0.101768903,0.094192926,primary matched 28-32 twist scan,rise3p38,glu_ablated,cand8,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p38\glu_ablated\31\cand8\rise3p38_twist31_glu_ablated_cand8.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p38_twist31_glu_ablated_cand8.csv,success
rise3p38_twist31_glu_ablated_cand9,31.000,3.380,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\31\cand9\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p38_twist31_glu_ablated_cand9.npy,scored,5,5,0,1.000000000,3.434165473,3.665641213,4.290872040,5.567261517,7.232023634,0.054165473,0.101768903,0.094192926,primary matched 28-32 twist scan,rise3p38,glu_ablated,cand9,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p38\glu_ablated\31\cand9\rise3p38_twist31_glu_ablated_cand9.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p38_twist31_glu_ablated_cand9.csv,success
rise3p38_twist32_glu_ablated_cand0,32.000,3.380,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\32\cand0\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p38_twist32_glu_ablated_cand0.npy,scored,5,5,0,1.000000000,3.434165473,3.665641213,4.290872040,5.567261517,7.232023634,0.054165473,0.101768903,0.094192926,primary matched 28-32 twist scan,rise3p38,glu_ablated,cand0,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p38\glu_ablated\32\cand0\rise3p38_twist32_glu_ablated_cand0.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p38_twist32_glu_ablated_cand0.csv,success
rise3p38_twist32_glu_ablated_cand1,32.000,3.380,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\32\cand1\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p38_twist32_glu_ablated_cand1.npy,scored,5,5,0,1.000000000,3.434165473,3.665641213,4.290872040,5.600166255,7.232023634,0.054165473,0.096261861,0.089441917,primary matched 28-32 twist scan,rise3p38,glu_ablated,cand1,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p38\glu_ablated\32\cand1\rise3p38_twist32_glu_ablated_cand1.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p38_twist32_glu_ablated_cand1.csv,success
rise3p38_twist32_glu_ablated_cand2,32.000,3.380,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\32\cand2\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p38_twist32_glu_ablated_cand2.npy,scored,5,5,0,1.000000000,3.434165473,3.665641213,4.290872040,5.600166255,7.232023634,0.054165473,0.096261861,0.089441917,primary matched 28-32 twist scan,rise3p38,glu_ablated,cand2,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p38\glu_ablated\32\cand2\rise3p38_twist32_glu_ablated_cand2.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p38_twist32_glu_ablated_cand2.csv,success
rise3p38_twist32_glu_ablated_cand3,32.000,3.380,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\32\cand3\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p38_twist32_glu_ablated_cand3.npy,scored,5,5,0,1.000000000,3.434165473,3.665641213,4.290872040,5.600166255,7.232023634,0.054165473,0.096261861,0.089441917,primary matched 28-32 twist scan,rise3p38,glu_ablated,cand3,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p38\glu_ablated\32\cand3\rise3p38_twist32_glu_ablated_cand3.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p38_twist32_glu_ablated_cand3.csv,success
rise3p38_twist32_glu_ablated_cand4,32.000,3.380,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\32\cand4\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p38_twist32_glu_ablated_cand4.npy,scored,5,5,0,1.000000000,3.434165473,3.665641213,4.419125990,5.567261517,7.232023634,0.054165473,0.086435713,0.081016577,primary matched 28-32 twist scan,rise3p38,glu_ablated,cand4,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p38\glu_ablated\32\cand4\rise3p38_twist32_glu_ablated_cand4.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p38_twist32_glu_ablated_cand4.csv,success
rise3p38_twist32_glu_ablated_cand5,32.000,3.380,inputs\asem_matched_twist_scan\rise3p38\glu_ablated\32\cand5\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p38_twist32_glu_ablated_cand5.npy,scored,5,5,0,1.000000000,3.434165473,3.665641213,4.419125990,5.567261517,7.232023634,0.054165473,0.086435713,0.081016577,primary matched 28-32 twist scan,rise3p38,glu_ablated,cand5,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p38\glu_ablated\32\cand5\rise3p38_twist32_glu_ablated_cand5.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p38_twist32_glu_ablated_cand5.csv,success
rise3p40_twist28_sidechain_cand0,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand0\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand0.npy,scored,5,5,0,1.000000000,3.434165473,3.956653811,4.388828502,5.824128735,7.232023634,0.054165473,0.122072542,0.111839814,primary matched 28-32 twist scan,rise3p40,sidechain,cand0,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand0\rise3p40_twist28_sidechain_cand0.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand0.csv,success
rise3p40_twist28_sidechain_cand1,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand1\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand1.npy,scored,5,5,0,1.000000000,3.434165473,3.956653811,4.388828502,5.824128735,7.232023634,0.054165473,0.122072542,0.111839814,primary matched 28-32 twist scan,rise3p40,sidechain,cand1,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand1\rise3p40_twist28_sidechain_cand1.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand1.csv,success
rise3p40_twist28_sidechain_cand10,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand10\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand10.npy,scored,5,5,0,1.000000000,3.434165473,3.916664322,4.290872040,5.735857739,7.232023634,0.054165473,0.096839833,0.089939660,primary matched 28-32 twist scan,rise3p40,sidechain,cand10,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand10\rise3p40_twist28_sidechain_cand10.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand10.csv,success
rise3p40_twist28_sidechain_cand11,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand11\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand11.npy,scored,5,5,0,1.000000000,3.434165473,3.956653811,4.290872040,5.735857739,7.232023634,0.054165473,0.110047337,0.101366231,primary matched 28-32 twist scan,rise3p40,sidechain,cand11,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand11\rise3p40_twist28_sidechain_cand11.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand11.csv,success
rise3p40_twist28_sidechain_cand12,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand12\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand12.npy,scored,5,5,0,1.000000000,3.434165473,3.916664322,4.290872040,5.735857739,7.232023634,0.054165473,0.096839833,0.089939660,primary matched 28-32 twist scan,rise3p40,sidechain,cand12,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand12\rise3p40_twist28_sidechain_cand12.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand12.csv,success
rise3p40_twist28_sidechain_cand13,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand13\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand13.npy,scored,5,5,0,1.000000000,3.434165473,3.956653811,4.290872040,5.567261517,7.232023634,0.054165473,0.109448357,0.100846090,primary matched 28-32 twist scan,rise3p40,sidechain,cand13,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand13\rise3p40_twist28_sidechain_cand13.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand13.csv,success
rise3p40_twist28_sidechain_cand14,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand14\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand14.npy,scored,5,5,0,1.000000000,3.434165473,3.721627028,4.290872040,5.824128735,7.232023634,0.054165473,0.115100866,0.105760801,primary matched 28-32 twist scan,rise3p40,sidechain,cand14,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand14\rise3p40_twist28_sidechain_cand14.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand14.csv,success
rise3p40_twist28_sidechain_cand15,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand15\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand15.npy,scored,5,5,0,1.000000000,3.434165473,3.916664322,4.290872040,5.735857739,7.232023634,0.054165473,0.096839833,0.089939660,primary matched 28-32 twist scan,rise3p40,sidechain,cand15,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand15\rise3p40_twist28_sidechain_cand15.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand15.csv,success
rise3p40_twist28_sidechain_cand16,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand16\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand16.npy,scored,5,5,0,1.000000000,3.434165473,3.956653811,4.290872040,5.567261517,7.232023634,0.054165473,0.109448357,0.100846090,primary matched 28-32 twist scan,rise3p40,sidechain,cand16,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand16\rise3p40_twist28_sidechain_cand16.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand16.csv,success
rise3p40_twist28_sidechain_cand17,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand17\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand17.npy,scored,5,5,0,1.000000000,3.434165473,3.956653811,4.234243456,5.567261517,7.232023634,0.054165473,0.125978263,0.115252757,primary matched 28-32 twist scan,rise3p40,sidechain,cand17,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand17\rise3p40_twist28_sidechain_cand17.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand17.csv,success
rise3p40_twist28_sidechain_cand18,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand18\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand18.npy,scored,5,5,0,1.000000000,3.434165473,3.721627028,4.290872040,5.824128735,7.232023634,0.054165473,0.115100866,0.105760801,primary matched 28-32 twist scan,rise3p40,sidechain,cand18,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand18\rise3p40_twist28_sidechain_cand18.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand18.csv,success
rise3p40_twist28_sidechain_cand19,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand19\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand19.npy,scored,5,5,0,1.000000000,3.434165473,3.665641213,4.290872040,5.824128735,7.232023634,0.054165473,0.127380138,0.116478922,primary matched 28-32 twist scan,rise3p40,sidechain,cand19,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand19\rise3p40_twist28_sidechain_cand19.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand19.csv,success
rise3p40_twist28_sidechain_cand2,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand2\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand2.npy,scored,5,5,0,1.000000000,3.434165473,3.989264765,4.388828502,5.824128735,7.232023634,0.054165473,0.133123586,0.121508399,primary matched 28-32 twist scan,rise3p40,sidechain,cand2,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand2\rise3p40_twist28_sidechain_cand2.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand2.csv,success
rise3p40_twist28_sidechain_cand20,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand20\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand20.npy,scored,5,5,0,1.000000000,3.434165473,3.665641213,4.290872040,5.824128735,7.232023634,0.054165473,0.127380138,0.116478922,primary matched 28-32 twist scan,rise3p40,sidechain,cand20,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand20\rise3p40_twist28_sidechain_cand20.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand20.csv,success
rise3p40_twist28_sidechain_cand21,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand21\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand21.npy,scored,5,5,0,1.000000000,3.434165473,3.956653811,4.290872040,5.567261517,7.232023634,0.054165473,0.109448357,0.100846090,primary matched 28-32 twist scan,rise3p40,sidechain,cand21,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand21\rise3p40_twist28_sidechain_cand21.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand21.csv,success
rise3p40_twist28_sidechain_cand22,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand22\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand22.npy,scored,5,5,0,1.000000000,3.434165473,3.916664322,4.290872040,5.735857739,7.232023634,0.054165473,0.096839833,0.089939660,primary matched 28-32 twist scan,rise3p40,sidechain,cand22,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand22\rise3p40_twist28_sidechain_cand22.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand22.csv,success
rise3p40_twist28_sidechain_cand23,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand23\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand23.npy,scored,5,5,0,1.000000000,3.434165473,3.956653811,4.234243456,5.567261517,7.232023634,0.054165473,0.125978263,0.115252757,primary matched 28-32 twist scan,rise3p40,sidechain,cand23,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand23\rise3p40_twist28_sidechain_cand23.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand23.csv,success
rise3p40_twist28_sidechain_cand24,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand24\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand24.npy,scored,5,5,0,1.000000000,3.434165473,3.956653811,4.290872040,5.567261517,7.232023634,0.054165473,0.109448357,0.100846090,primary matched 28-32 twist scan,rise3p40,sidechain,cand24,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand24\rise3p40_twist28_sidechain_cand24.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand24.csv,success
rise3p40_twist28_sidechain_cand25,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand25\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand25.npy,scored,5,5,0,1.000000000,3.434165473,3.956653811,4.234243456,5.567261517,7.232023634,0.054165473,0.125978263,0.115252757,primary matched 28-32 twist scan,rise3p40,sidechain,cand25,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand25\rise3p40_twist28_sidechain_cand25.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand25.csv,success
rise3p40_twist28_sidechain_cand26,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand26\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand26.npy,scored,5,5,0,1.000000000,3.434165473,3.956653811,4.234243456,5.567261517,7.232023634,0.054165473,0.125978263,0.115252757,primary matched 28-32 twist scan,rise3p40,sidechain,cand26,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand26\rise3p40_twist28_sidechain_cand26.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand26.csv,success
rise3p40_twist28_sidechain_cand27,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand27\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand27.npy,scored,5,5,0,1.000000000,3.434165473,3.989264765,4.234243456,5.567261517,7.232023634,0.054165473,0.136713959,0.124656909,primary matched 28-32 twist scan,rise3p40,sidechain,cand27,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand27\rise3p40_twist28_sidechain_cand27.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand27.csv,success
rise3p40_twist28_sidechain_cand28,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand28\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand28.npy,scored,5,5,0,1.000000000,3.434165473,3.989264765,4.234243456,5.567261517,7.232023634,0.054165473,0.136713959,0.124656909,primary matched 28-32 twist scan,rise3p40,sidechain,cand28,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand28\rise3p40_twist28_sidechain_cand28.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand28.csv,success
rise3p40_twist28_sidechain_cand29,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand29\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand29.npy,scored,5,5,0,1.000000000,3.434165473,3.989264765,4.234243456,5.567261517,7.232023634,0.054165473,0.136713959,0.124656909,primary matched 28-32 twist scan,rise3p40,sidechain,cand29,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand29\rise3p40_twist28_sidechain_cand29.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand29.csv,success
rise3p40_twist28_sidechain_cand3,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand3\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand3.npy,scored,5,5,0,1.000000000,3.434165473,3.989264765,4.544773274,5.824128735,7.232023634,0.054165473,0.151428246,0.137590663,primary matched 28-32 twist scan,rise3p40,sidechain,cand3,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand3\rise3p40_twist28_sidechain_cand3.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand3.csv,success
rise3p40_twist28_sidechain_cand4,28.000,3.400,inputs\asem_matched_twist_scan\rise3p40\sidechain\28\cand4\initial.pdb,success,C:\Users\hpage3\OneDrive - Georgia Institute of Technology\Documents\GitHub\research\hexaplex-formation\outputs\asem_matched_twist_scan_28_32\corrected_diffraction\rise3p40_twist28_sidechain_cand4.npy,scored,5,5,0,1.000000000,3.434165473,3.989264765,4.388828502,5.824128735,7.232023634,0.054165473,0.133123586,0.121508399,primary matched 28-32 twist scan,rise3p40,sidechain,cand4,available,outputs\asem_matched_twist_scan_28_32\xyz_unique\rise3p40\sidechain\28\cand4\rise3p40_twist28_sidechain_cand4.xyz,converted,outputs\asem_matched_twist_scan_28_32\radial_profiles\rise3p40_twist28_sidechain_cand4.csv,success
